,carat,cut,color,clarity,depth,table,price,x,y,z
14386,0.97,Fair,F,I1,68.5,54.0,1787,6.26,6.05,4.22
14387,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88
14388,0.96,Very Good,F,SI1,60.6,62.0,4560,6.35,6.39,3.86
14389,0.96,Fair,F,SI2,66.3,62.0,2759,6.27,5.95,4.07
14390,0.96,Very Good,G,SI2,63.1,56.0,3951,6.29,6.22,3.95
14391,0.96,Very Good,E,VS2,58.7,58.0,5997,6.47,6.51,3.81
14392,0.96,Very Good,G,VS1,60.5,63.0,4892,6.32,6.28,3.81
14393,0.96,Very Good,G,SI1,60.3,57.0,4265,6.35,6.38,3.84
14394,0.96,Good,D,SI2,64.0,62.0,3419,6.16,6.13,3.93
14395,0.96,Good,D,SI1,61.0,61.0,4693,6.29,6.33,3.85
14396,0.96,Good,H,VS1,63.9,54.0,4535,6.22,6.27,3.99
14397,0.96,Premium,E,SI2,58.2,58.0,4462,6.52,6.47,3.78
14398,0.96,Very Good,F,SI1,62.1,62.0,4755,6.24,6.32,3.9
14399,0.96,Fair,H,I1,68.9,59.0,1773,6.09,5.96,4.15
14400,0.96,Very Good,D,SI2,60.0,60.0,4060,6.43,6.47,3.87
14401,0.96,Premium,E,SI2,62.6,60.0,4113,6.32,6.26,3.94
14402,0.96,Fair,H,SI2,67.6,63.0,2672,5.99,5.84,4.01
14403,0.96,Good,H,SI2,61.6,59.0,3975,6.24,6.29,3.86
14404,0.96,Good,G,SI1,57.6,59.0,4234,6.53,6.56,3.77
14405,0.96,Premium,D,SI2,59.1,58.0,4388,6.53,6.44,3.83
14406,0.96,Fair,I,SI2,66.3,58.0,2540,6.07,5.9,3.97
14407,0.96,Premium,J,SI1,62.9,59.0,3187,6.3,6.22,3.94
14408,0.96,Fair,E,SI2,65.6,58.0,3533,6.11,6.15,4.02
14409,0.96,Ideal,H,SI2,62.1,57.0,4213,6.3,6.35,3.93
14410,0.96,Very Good,H,VS2,61.2,57.0,4136,6.34,6.38,3.89
14411,0.96,Very Good,F,SI2,60.9,57.0,4142,6.38,6.42,3.9
14412,0.96,Fair,F,SI2,68.2,61.0,2867,6.07,5.88,4.1
14413,0.96,Fair,F,I1,62.9,66.0,1917,6.29,6.07,3.91
14414,0.96,Ideal,G,SI1,63.0,53.0,4301,6.24,6.21,3.92
14415,0.96,Premium,I,SI2,61.3,60.0,2669,6.45,6.25,3.9
14416,0.96,Very Good,G,SI2,62.6,59.0,3723,6.18,6.29,3.9
14417,0.96,Fair,H,I1,66.9,60.0,1705,6.15,6.04,4.09
14418,0.96,Fair,H,I1,67.4,62.0,1808,6.13,5.96,4.08
14419,0.96,Very Good,G,SI1,62.0,59.0,4136,6.26,6.32,3.9
14420,0.96,Premium,F,SI1,60.6,62.0,4480,6.39,6.35,3.86
14421,0.96,Premium,I,SI2,62.7,58.0,3229,6.24,6.2,3.9
14422,0.96,Premium,H,VS2,61.7,55.0,4529,6.36,6.31,3.91
14423,0.96,Good,H,VS1,63.9,54.0,4456,6.27,6.22,3.99
14424,0.96,Fair,F,SI1,60.7,65.0,4849,6.43,6.28,3.86
14425,0.96,Fair,G,SI2,72.2,56.0,2438,6.01,5.81,4.28
14426,0.96,Premium,E,SI1,60.0,60.0,4864,6.44,6.39,3.85
14427,0.96,Fair,H,I1,60.1,62.0,1808,6.21,6.0,3.68
14428,0.96,Ideal,F,VS1,61.2,56.0,5767,6.34,6.38,3.89
14429,0.96,Premium,I,SI2,59.1,62.0,2454,6.48,6.38,3.79
14430,0.96,Premium,G,SI2,59.3,58.0,4204,6.49,6.43,3.83
14431,0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88
14432,0.96,Ideal,G,SI2,62.1,57.0,3871,6.32,6.27,3.91
14433,0.96,Premium,G,SI1,62.0,57.0,3355,6.34,6.31,3.92
14434,0.96,Premium,I,SI1,61.3,58.0,2866,6.39,6.3,3.89
14435,0.96,Good,F,VS2,63.7,54.0,3871,6.24,6.19,3.96
14436,0.96,Fair,E,SI2,57.7,67.0,3674,6.49,6.46,3.73
14437,0.96,Ideal,F,SI2,60.9,60.0,4500,6.31,6.36,3.86
14438,0.96,Premium,J,SI1,60.3,59.0,3269,6.4,6.36,3.85
14439,0.96,Good,J,VS2,63.9,58.0,3312,6.27,6.21,3.99
14440,0.96,Premium,H,SI2,59.4,56.0,3690,6.47,6.42,3.83
14441,0.96,Good,H,SI2,56.7,62.0,3611,6.51,6.39,3.66
14442,0.96,Premium,G,SI2,61.1,59.0,4059,6.32,6.28,3.85
14443,0.96,Ideal,F,VS1,61.2,56.0,5666,6.38,6.34,3.89
14444,0.96,Premium,E,SI1,58.7,62.0,4365,6.41,6.39,3.76
14445,0.96,Fair,H,I1,61.5,63.0,1637,6.22,6.06,3.78
14446,0.96,Fair,I,VS2,56.1,60.0,3215,6.62,6.58,3.7
14447,0.96,Ideal,J,VS2,61.5,57.0,3326,6.32,6.36,3.9
14448,0.96,Very Good,D,SI2,60.2,63.0,3480,6.3,6.36,3.81
14449,0.96,Fair,H,I1,64.3,59.0,1739,6.38,5.88,3.98
14450,0.96,Very Good,D,SI1,59.9,58.0,5548,6.4,6.46,3.85
14451,0.96,Premium,E,SI2,62.8,60.0,3016,6.3,6.24,3.94
14452,0.96,Good,H,SI2,56.7,62.0,3454,6.51,6.39,3.66
14453,0.96,Very Good,D,SI2,60.2,63.0,3419,6.36,6.3,3.81
14454,0.96,Premium,H,SI1,62.7,58.0,3768,6.27,6.24,3.92
14455,0.96,Ideal,F,VS1,61.7,56.0,4333,6.4,6.34,3.93
14456,0.96,Fair,H,I1,61.1,60.0,1705,6.26,6.07,3.77
14457,0.96,Fair,F,SI2,65.2,58.0,3688,6.14,6.12,3.99
14458,0.96,Premium,G,SI2,62.7,60.0,3215,6.29,6.11,3.89
14459,0.95,Very Good,J,SI1,63.4,55.0,3154,6.25,6.21,3.95
14460,0.95,Premium,J,VVS2,62.6,59.0,3669,6.23,6.26,3.91
14461,0.95,Very Good,E,SI1,62.8,59.0,4711,6.21,6.25,3.91
14462,0.95,Very Good,E,SI1,61.6,56.0,4738,6.31,6.36,3.9
14463,0.95,Ideal,G,SI1,60.7,56.0,4469,6.31,6.27,3.82
14464,0.95,Premium,I,SI1,60.0,60.0,3878,6.39,6.37,3.83
14465,0.95,Very Good,J,VS1,62.4,57.0,3365,6.25,6.29,3.91
14466,0.95,Fair,D,SI2,64.4,60.0,3384,6.06,6.02,3.89
14467,0.95,Good,I,SI2,63.8,57.0,2905,6.23,6.13,3.94
14468,0.95,Premium,G,SI1,62.6,58.0,4150,6.26,6.21,3.9
14469,0.95,Very Good,H,SI2,59.0,59.0,3335,6.38,6.51,3.77
14470,0.95,Very Good,I,SI1,63.5,58.0,3378,6.19,6.16,3.92
14471,0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68
14472,0.95,Very Good,D,SI1,63.7,55.0,5101,6.2,6.24,3.96
14473,0.95,Premium,G,SI2,59.5,56.0,3724,6.41,6.36,3.8
14474,0.95,Ideal,G,IF,59.8,59.0,6951,6.36,6.43,3.82
14475,0.95,Ideal,E,SI2,62.2,56.0,4068,6.26,6.35,3.92
14476,0.95,Very Good,J,VVS2,60.5,59.0,4098,6.33,6.36,3.84
14477,0.95,Fair,G,SI1,66.7,56.0,2841,6.16,6.03,4.06
14478,0.95,Premium,J,I1,61.7,59.0,2195,6.32,6.26,3.88
14479,0.95,Premium,E,SI2,60.7,59.0,4070,6.36,6.3,3.84
14480,0.95,Premium,I,VS2,62.9,57.0,3818,6.24,6.19,3.91
14481,0.95,Very Good,E,SI2,58.7,63.0,3590,6.37,6.43,3.76
14482,0.95,Good,F,SI2,59.7,57.0,3750,6.41,6.45,3.84
14483,0.95,Very Good,G,SI2,62.6,58.0,4194,6.17,6.23,3.88
14484,0.95,Premium,F,SI2,58.4,57.0,2867,6.49,6.41,3.77
14485,0.95,Premium,G,SI2,58.8,60.0,2937,6.35,6.31,3.72
14486,0.95,Premium,G,SI2,59.8,60.0,3181,6.36,6.34,3.8
14487,0.95,Premium,F,SI1,62.9,59.0,4682,6.24,6.13,3.89
14488,0.95,Premium,E,SI2,58.9,61.0,3907,6.45,6.41,3.79
14489,0.95,Premium,H,SI1,62.9,58.0,3984,6.26,6.21,3.92
14490,0.95,Ideal,I,SI2,61.2,56.0,3918,6.33,6.37,3.89
14491,0.95,Very Good,G,VS1,61.7,58.0,5111,6.26,6.34,3.89
14492,0.95,Ideal,E,VS1,61.5,57.0,5879,6.3,6.28,3.87
14493,0.95,Ideal,J,VVS2,60.6,57.0,3558,6.4,6.34,3.86
14494,0.95,Premium,G,SI2,60.5,62.0,3671,6.44,6.36,3.88
14495,0.95,Ideal,G,VS2,61.6,56.0,4549,6.34,6.3,3.89
14496,0.95,Ideal,E,VS1,61.5,57.0,5983,6.28,6.3,3.87
14497,0.95,Fair,J,I1,64.9,56.0,2322,6.17,6.12,3.99
14498,0.95,Good,G,VVS2,57.7,59.7,5817,6.5,6.58,3.77
14499,0.95,Premium,G,SI1,58.0,62.0,4426,6.47,6.42,3.74
14500,0.95,Very Good,G,VS1,59.9,58.0,5572,6.37,6.41,3.83
14501,0.95,Very Good,J,VS2,63.5,56.0,3314,6.24,6.27,3.97
14502,0.95,Premium,I,SI2,62.5,58.0,3237,6.3,6.24,3.92
14503,0.95,Good,D,SI2,56.5,61.0,3214,6.53,6.5,3.68
14504,0.95,Premium,F,SI2,62.4,59.0,4171,6.26,6.21,3.89
14505,0.95,Good,I,SI2,63.8,57.0,2956,6.13,6.23,3.94
14506,0.95,Ideal,H,SI1,61.9,56.0,4958,6.31,6.35,3.92
14507,0.95,Ideal,F,SI1,61.7,56.0,6291,6.31,6.34,3.9
14508,0.94,Premium,E,SI2,60.4,59.0,3825,6.34,6.37,3.84
14509,0.94,Very Good,E,SI2,62.0,58.0,3886,6.23,6.29,3.88
14510,0.94,Fair,H,SI2,66.0,50.1,3353,6.13,6.17,4.06
14511,0.94,Premium,D,VS1,62.3,58.0,5980,6.34,6.28,3.93
14512,0.94,Very Good,D,SI1,60.7,60.0,4902,6.27,6.32,3.82
14513,0.94,Premium,F,SI2,62.2,59.0,4230,6.27,6.23,3.89
14514,0.94,Ideal,E,SI2,60.9,57.0,4366,6.34,6.36,3.87
14515,0.94,Premium,H,SI2,61.9,57.0,3335,6.29,6.21,3.87
14516,0.94,Ideal,D,SI2,62.2,56.0,5155,6.24,6.27,3.89
14517,0.94,Ideal,D,SI2,62.1,56.0,4182,6.21,6.25,3.87
14518,0.94,Ideal,D,SI1,62.3,57.0,4575,6.24,6.29,3.9
14519,0.94,Ideal,E,SI2,61.6,57.0,4972,6.29,6.31,3.88
14520,0.94,Ideal,G,VVS1,62.4,58.0,6488,6.22,6.27,3.9
14521,0.94,Very Good,F,SI2,62.3,59.0,3150,6.23,6.32,3.91
14522,0.94,Very Good,G,VVS1,63.3,57.0,6088,6.21,6.14,3.91
14523,0.94,Premium,F,SI2,62.4,58.0,3456,6.23,6.17,3.87
14524,0.94,Very Good,E,SI1,62.4,56.0,4661,6.24,6.27,3.9
14525,0.94,Fair,H,SI1,68.4,53.0,3285,6.05,5.97,4.11
14526,0.94,Premium,E,SI2,62.4,58.0,4027,6.33,6.26,3.93
14527,0.94,Very Good,E,SI2,62.0,60.0,3963,6.19,6.22,3.85
14528,0.94,Fair,F,SI1,56.8,67.0,4053,6.56,6.44,3.69
14529,0.94,Very Good,E,SI1,61.8,56.0,4661,6.29,6.33,3.9
14530,0.94,Premium,E,SI1,60.0,58.0,4661,6.37,6.44,3.84
14531,0.94,Premium,E,SI2,62.4,58.0,4098,6.26,6.33,3.93
14532,0.94,Very Good,D,SI2,60.9,62.0,3691,6.22,6.3,3.81
14533,0.94,Premium,H,VS2,60.1,59.0,4629,6.32,6.35,3.81
14534,0.94,Very Good,G,SI2,62.3,59.0,3351,6.2,6.26,3.88
14535,0.94,Premium,E,SI2,60.4,59.0,3758,6.37,6.34,3.84
14536,0.94,Very Good,H,SI2,62.7,61.0,3624,6.21,6.24,3.9
14537,0.94,Premium,G,SI1,61.9,57.0,4106,6.29,6.24,3.88
14538,0.94,Very Good,D,SI2,62.0,57.0,3634,6.28,6.34,3.91
14539,0.94,Good,I,SI2,63.8,60.0,3134,6.14,6.21,3.94
14540,0.94,Premium,F,SI1,59.8,61.0,4748,6.39,6.35,3.81
14541,0.94,Ideal,F,I1,61.5,55.0,2594,6.37,6.34,3.91
14542,0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,3.96
14543,0.94,Premium,H,VS2,62.5,58.0,4264,6.26,6.18,3.89
14544,0.94,Premium,G,SI1,61.3,61.0,4159,6.33,6.27,3.86
14545,0.94,Premium,F,SI2,62.6,57.0,3869,6.27,6.25,3.92
14546,0.94,Ideal,F,VS2,61.2,57.0,7120,6.29,6.33,3.86
14547,0.94,Good,D,SI2,57.9,61.0,3125,6.48,6.43,3.74
14548,0.94,Premium,E,SI1,60.0,58.0,4580,6.44,6.37,3.84
14549,0.94,Very Good,F,SI2,62.6,57.0,3938,6.25,6.27,3.92
14550,0.94,Premium,E,SI1,62.0,58.0,4661,6.24,6.27,3.88
14551,0.94,Very Good,F,SI2,62.4,58.0,3518,6.17,6.23,3.87
14552,0.94,Very Good,H,SI2,61.9,57.0,3394,6.21,6.29,3.87
14553,0.93,Premium,D,SI2,60.6,59.0,4140,6.34,6.3,3.83
14554,0.93,Premium,D,SI1,60.8,59.0,4448,6.27,6.24,3.8
14555,0.93,Very Good,D,I1,63.4,60.0,2618,6.18,6.15,3.91
14556,0.93,Premium,J,VS2,61.1,59.0,3125,6.34,6.32,3.87
14557,0.93,Fair,I,VS2,64.7,58.0,3258,6.09,6.06,3.93
14558,0.93,Ideal,E,SI1,59.6,57.0,4700,6.37,6.42,3.81
14559,0.93,Ideal,H,VS2,61.5,57.0,4218,6.3,6.26,3.86
14560,0.93,Ideal,I,SI2,62.3,57.0,3047,6.22,6.2,3.87
14561,0.93,Very Good,J,VS1,63.0,53.0,3651,6.22,6.26,3.93
14562,0.93,Ideal,E,SI1,62.0,56.0,4179,6.25,6.29,3.89
14563,0.93,Ideal,H,VS1,61.8,55.0,5375,6.28,6.26,3.88
14564,0.93,Ideal,H,SI1,62.4,55.0,4635,6.2,6.24,3.88
14565,0.93,Good,G,SI1,63.8,58.0,4452,6.09,6.14,3.9
14566,0.93,Ideal,G,SI1,60.1,57.0,5126,6.33,6.41,3.83
14567,0.93,Premium,H,VS2,58.3,60.0,4387,6.45,6.37,3.74
14568,0.93,Very Good,I,VS1,62.6,59.0,4033,6.17,6.2,3.87
14569,0.93,Good,F,SI2,61.3,62.0,3376,6.17,6.26,3.81
14570,0.93,Very Good,G,SI1,62.3,58.0,4144,6.2,6.29,3.9
14571,0.93,Very Good,E,SI2,62.5,58.0,4113,6.21,6.24,3.89
14572,0.93,Ideal,I,SI1,61.9,57.0,3359,6.23,6.21,3.85
14573,0.93,Very Good,G,VS1,62.1,59.0,4879,6.16,6.21,3.84
14574,0.93,Premium,H,SI1,61.8,59.0,3750,6.27,6.23,3.86
14575,0.93,Premium,G,VS2,62.2,59.0,4834,6.21,6.26,3.88
14576,0.93,Ideal,F,SI2,61.9,57.0,3941,6.21,6.25,3.86
14577,0.93,Good,F,SI2,63.4,54.0,3896,6.19,6.24,3.94
14578,0.93,Very Good,E,SI1,63.1,57.0,4531,6.19,6.17,3.9
14579,0.93,Very Good,G,SI1,62.5,57.8,3933,6.15,6.28,3.87
14580,0.93,Ideal,J,VS1,62.3,56.0,3281,6.26,6.22,3.89
14581,0.93,Premium,F,SI2,59.5,60.0,3620,6.39,6.36,3.79
14582,0.93,Premium,F,SI1,62.3,59.0,5729,6.25,6.21,3.88
14583,0.93,Premium,H,SI1,62.8,58.0,3646,6.24,6.21,3.91
14584,0.93,Ideal,G,SI1,62.0,56.0,4546,6.22,6.26,3.87
14585,0.93,Ideal,H,VS1,62.7,54.0,4265,6.25,6.2,3.9
14586,0.93,Premium,F,SI2,60.0,60.0,3333,6.36,6.31,3.8
14587,0.93,Very Good,I,SI1,58.9,60.0,3685,6.43,6.48,3.8
14588,0.93,Premium,E,SI2,62.9,57.0,3984,6.25,6.19,3.91
14589,0.93,Premium,G,SI1,61.0,59.0,4062,6.34,6.28,3.85
14590,0.93,Very Good,F,SI2,63.5,58.0,3420,6.14,6.05,3.87
14591,0.93,Premium,I,VS2,62.7,61.0,4073,6.24,6.14,3.88
14592,0.93,Fair,G,SI2,66.1,58.1,3172,6.0,6.04,3.98
14593,0.93,Good,D,SI1,63.8,59.0,3812,6.21,6.15,3.94
14594,0.93,Good,I,VS2,58.2,60.0,3946,6.41,6.48,3.75
14595,0.93,Ideal,E,SI2,62.1,55.0,3990,6.27,6.29,3.9
14596,0.93,Premium,F,SI1,61.1,59.0,4182,6.32,6.29,3.85
14597,0.93,Good,G,VS1,63.8,59.0,4425,6.21,6.15,3.94
14598,0.93,Ideal,E,SI1,62.2,55.0,4374,6.24,6.27,3.89
14599,0.93,Very Good,G,SI2,62.7,57.0,3738,6.21,6.26,3.91
14600,0.93,Good,D,SI2,64.5,58.0,3839,6.11,6.14,3.95
14601,0.93,Premium,G,SI2,61.4,56.0,3019,6.27,6.23,3.84
14602,0.93,Premium,G,VS2,62.2,59.0,4750,6.26,6.21,3.88
14603,0.93,Very Good,F,SI1,61.1,58.0,4534,6.26,6.3,3.84
14604,0.93,Ideal,G,SI1,60.9,57.0,3521,6.29,6.25,3.82
14605,0.93,Premium,J,VS1,60.3,58.0,3062,6.37,6.31,3.82
14606,0.93,Ideal,H,SI1,61.6,54.0,3985,6.29,6.33,3.89
14607,0.93,Premium,F,SI1,62.5,58.0,4081,6.19,6.22,3.88
14608,0.93,Premium,H,SI1,61.8,59.0,3816,6.23,6.27,3.86
14609,0.93,Premium,F,I1,61.3,59.0,2396,6.27,6.22,3.83
14610,0.93,Very Good,G,SI2,60.8,62.0,3644,6.29,6.34,3.84
14611,0.93,Ideal,D,SI2,62.5,55.0,3990,6.2,6.24,3.89
14612,0.93,Premium,H,VS2,61.0,60.0,4050,6.29,6.26,3.82
14613,0.93,Very Good,E,SI1,62.8,56.0,4304,6.19,6.24,3.9
14614,0.93,Good,J,SI1,63.7,54.0,2438,6.15,6.09,3.9
14615,0.93,Premium,F,SI1,58.8,60.0,4010,6.49,6.37,3.78
14616,0.93,Very Good,G,SI1,61.5,57.0,4111,6.23,6.33,3.86
14617,0.93,Premium,G,VS1,62.1,59.0,4793,6.21,6.16,3.84
14618,0.93,Premium,J,VS2,62.3,60.0,3250,6.3,6.23,3.9
14619,0.93,Very Good,D,SI1,60.8,59.0,4527,6.24,6.27,3.8
14620,0.93,Ideal,I,SI1,62.5,55.0,3856,6.23,6.29,3.91
14621,0.93,Very Good,F,I1,61.3,59.0,2374,6.22,6.27,3.83
14622,0.93,Very Good,G,SI1,61.7,56.0,4513,6.22,6.26,3.85
14623,0.93,Premium,F,SI2,61.3,62.0,3317,6.26,6.17,3.81
14624,0.93,Very Good,G,SI2,62.9,56.0,4163,6.2,6.23,3.91
14625,0.93,Very Good,I,VS2,63.5,57.0,3563,6.13,6.21,3.92
14626,0.93,Ideal,H,SI1,62.8,56.0,3988,6.19,6.27,3.91
14627,0.93,Premium,E,SI1,61.4,57.0,4229,6.34,6.23,3.86
14628,0.93,Good,G,VS1,63.8,59.0,4503,6.15,6.21,3.94
14629,0.93,Ideal,E,SI1,61.9,55.0,4511,6.26,6.31,3.89
14630,0.93,Ideal,E,SI1,62.8,56.0,4229,6.24,6.19,3.9
14631,0.93,Ideal,I,SI2,62.3,57.0,3101,6.2,6.22,3.87
14632,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84
14633,0.93,Ideal,G,IF,62.2,58.0,5879,6.25,6.22,3.88
14634,0.93,Very Good,J,VS2,63.3,61.0,3208,6.19,6.14,3.9
14635,0.93,Very Good,E,SI2,60.5,57.0,4325,6.32,6.37,3.84
14636,0.93,Fair,D,VS2,56.3,67.0,5078,6.52,6.45,3.65
14637,0.93,Premium,F,VS2,61.7,58.0,4961,6.22,6.29,3.86
14638,0.93,Very Good,H,SI2,61.9,57.0,3452,6.25,6.31,3.89
14639,0.93,Good,G,SI1,63.8,58.0,4375,6.14,6.09,3.9
14640,0.93,Very Good,D,SI1,60.8,60.0,3880,6.24,6.3,3.81
14641,0.93,Ideal,G,SI2,61.0,54.0,3114,6.35,6.32,3.87
14642,0.93,Fair,H,SI1,64.6,58.0,3750,6.13,6.07,3.94
14643,0.93,Ideal,H,SI1,61.7,55.0,4317,6.26,6.29,3.87
14644,0.93,Very Good,D,SI2,62.6,57.0,4214,6.2,6.26,3.9
14645,0.93,Premium,E,I1,62.3,60.0,2647,6.23,6.2,3.87
14646,0.93,Very Good,E,VS2,61.4,58.0,5616,6.22,6.29,3.84
14647,0.93,Good,G,SI1,58.8,61.0,4405,6.36,6.39,3.75
14648,0.93,Ideal,H,SI1,62.0,55.0,3844,6.32,6.29,3.91
14649,0.93,Very Good,E,SI2,63.0,58.0,3746,6.16,6.18,3.89
14650,0.93,Premium,H,SI1,60.9,61.0,3437,6.24,6.2,3.79
14651,0.93,Good,J,VS2,63.6,61.0,3000,6.16,6.08,3.89
14652,0.93,Premium,F,VS2,62.1,59.0,4961,6.24,6.28,3.89
14653,0.93,Good,E,SI1,63.1,57.0,4611,6.17,6.19,3.9
14654,0.93,Ideal,I,SI1,62.0,57.0,2917,6.22,6.26,3.87
14655,0.92,Ideal,H,VS2,60.8,58.0,4639,6.27,6.32,3.83
14656,0.92,Premium,D,SI1,62.3,58.0,4274,6.27,6.21,3.89
14657,0.92,Fair,F,SI2,65.1,58.0,3282,6.12,6.07,3.97
14658,0.92,Premium,E,SI1,59.8,59.0,4562,6.33,6.37,3.8
14659,0.92,Premium,G,SI2,59.4,62.0,3555,6.36,6.34,3.77
14660,0.92,Ideal,G,SI1,62.6,56.0,4173,6.21,6.19,3.88
14661,0.92,Premium,E,VS2,61.2,62.0,4600,6.27,6.22,3.82
14662,0.92,Premium,I,SI1,62.9,60.0,3190,6.18,6.13,3.87
14663,0.92,Good,G,VVS2,58.8,57.0,5390,6.32,6.37,3.73
14664,0.92,Ideal,H,VS2,62.2,55.0,4568,6.21,6.27,3.88
14665,0.92,Good,D,SI1,63.6,57.0,4158,6.09,6.14,3.89
14666,0.92,Good,J,SI2,59.0,63.0,3070,6.3,6.35,3.73
14667,0.92,Very Good,J,SI2,58.7,61.0,2880,6.34,6.43,3.75
14668,0.92,Good,F,SI1,64.0,56.0,4326,6.12,6.17,3.93
14669,0.92,Very Good,I,SI1,63.3,58.0,3323,6.18,6.14,3.9
14670,0.92,Good,E,SI2,62.0,64.0,3153,6.2,6.16,3.83
14671,0.92,Very Good,J,VS2,60.9,62.0,3146,6.26,6.31,3.83
14672,0.92,Good,D,SI1,60.2,56.0,5259,6.28,6.32,3.79
14673,0.92,Very Good,D,SI2,63.3,59.0,3823,6.18,6.12,3.89
14674,0.92,Premium,I,VS1,61.4,58.0,3725,6.23,6.27,3.84
14675,0.92,Premium,F,SI2,59.3,61.0,3864,6.36,6.29,3.75
14676,0.92,Ideal,J,SI1,61.7,57.0,3181,6.21,6.26,3.85
14677,0.92,Ideal,D,VS2,61.4,56.0,6513,6.26,6.28,3.85
14678,0.92,Ideal,E,SI1,61.7,57.0,5014,6.24,6.27,3.86
14679,0.92,Premium,D,I1,63.0,58.0,2698,6.18,6.13,3.88
14680,0.92,Ideal,G,SI1,62.6,55.0,4249,6.22,6.24,3.9
14681,0.92,Ideal,H,SI1,60.5,57.0,4325,6.27,6.32,3.81
14682,0.92,Ideal,J,VS2,61.1,57.0,3215,6.31,6.22,3.83
14683,0.92,Very Good,F,SI2,59.9,60.0,3625,6.26,6.29,3.76
14684,0.92,Premium,F,SI2,58.9,59.0,3282,6.38,6.35,3.75
14685,0.92,Premium,D,SI2,59.4,59.0,3877,6.39,6.28,3.76
14686,0.92,Ideal,J,VS1,62.4,56.0,3332,6.23,6.19,3.88
14687,0.92,Premium,E,SI2,61.7,59.0,3941,6.27,6.18,3.84
14688,0.92,Premium,E,SI2,61.7,59.0,4011,6.18,6.27,3.84
14689,0.92,Very Good,E,SI2,62.1,58.0,4011,6.18,6.22,3.85
14690,0.92,Premium,G,SI1,61.5,60.0,3751,6.26,6.19,3.83
14691,0.92,Fair,H,VS1,56.0,60.0,3924,6.53,6.51,3.65
14692,0.92,Ideal,H,SI2,60.5,57.0,3854,6.3,6.29,3.81
14693,0.92,Premium,H,VS1,61.7,62.0,4039,6.2,6.12,3.8
14694,0.92,Very Good,H,VS1,62.9,58.0,4228,6.17,6.2,3.89
14695,0.92,Premium,H,SI1,62.0,60.0,3618,6.21,6.27,3.87
14696,0.92,Premium,G,SI2,59.4,60.0,3916,6.34,6.31,3.76
14697,0.92,Very Good,G,VVS2,62.3,57.0,5183,6.19,6.27,3.88
14698,0.92,Fair,E,SI1,65.6,57.0,3407,6.1,6.07,3.99
14699,0.92,Premium,D,SI2,62.4,58.0,4096,6.19,6.18,3.86
14700,0.92,Very Good,D,SI2,60.2,61.0,3057,6.27,6.32,3.79
14701,0.92,Ideal,F,SI1,62.2,55.0,3400,6.25,6.19,3.87
14702,0.92,Ideal,F,SI2,62.0,54.0,4065,6.26,6.32,3.9
14703,0.92,Premium,I,VVS1,62.4,59.0,3932,6.17,6.14,3.84
14704,0.92,Ideal,I,SI1,62.1,55.0,3610,6.24,6.29,3.89
14705,0.92,Premium,I,VS2,60.9,58.0,3895,6.28,6.27,3.82
14706,0.92,Very Good,F,SI2,60.6,63.0,3534,6.34,6.25,3.81
14707,0.92,Premium,F,SI1,62.6,59.0,3749,6.19,6.23,3.89
14708,0.92,Premium,D,SI2,62.5,59.0,3550,6.24,6.2,3.89
14709,0.92,Good,D,SI2,60.3,61.0,3843,6.29,6.38,3.82
14710,0.92,Premium,E,SI1,61.3,58.0,4379,6.19,6.25,3.81
14711,0.92,Premium,D,SI2,62.4,60.0,4096,6.25,6.21,3.89
14712,0.92,Ideal,H,SI2,58.5,57.0,2947,6.37,6.34,3.72
14713,0.92,Premium,I,SI2,61.5,59.0,3040,6.27,6.21,3.84
14714,0.92,Very Good,G,SI2,59.4,62.0,3618,6.34,6.36,3.77
14715,0.92,Ideal,F,SI2,61.5,53.0,4691,6.26,6.3,3.86
14716,0.92,Ideal,I,SI1,61.8,57.0,3323,6.27,6.25,3.87
14717,0.92,Ideal,E,SI1,61.4,55.0,4183,6.29,6.25,3.85
14718,0.92,Ideal,F,SI2,61.5,56.0,3763,6.27,6.32,3.87
14719,0.92,Premium,F,I1,60.7,58.0,2607,6.29,6.26,3.81
14720,0.92,Premium,G,SI2,58.4,58.0,3648,6.4,6.34,3.73
14721,0.92,Very Good,H,SI2,62.8,59.0,3417,6.14,6.16,3.86
14722,0.92,Fair,H,SI2,66.1,57.0,2283,6.22,6.0,4.05
14723,0.92,Very Good,D,SI2,62.4,60.0,4168,6.21,6.25,3.89
14724,0.92,Very Good,H,VS2,63.4,57.0,4173,6.17,6.11,3.89
14725,0.92,Premium,E,SI1,61.7,57.0,4637,6.32,6.2,3.86
14726,0.92,Premium,E,SI1,62.1,58.0,4482,6.22,6.15,3.84
14727,0.92,Very Good,G,SI1,63.8,57.0,3724,6.13,6.16,3.92
14728,0.92,Very Good,D,SI1,60.7,58.0,4253,6.27,6.39,3.84
14729,0.92,Premium,F,SI1,62.1,60.0,4420,6.22,6.21,3.86
14730,0.92,Very Good,D,VVS2,62.8,58.0,7150,6.11,6.22,3.87
14731,0.92,Premium,H,VS1,61.0,62.0,4155,6.32,6.26,3.84
